t,x
254,1.3460608195527178e-05
255,1.3447091656570388e-05
256,1.3445190995864243e-05
257,1.3444200917417237e-05
258,1.3439501499811469e-05
259,1.343182883434927e-05
260,1.3426534512965097e-05
261,1.342682701955465e-05
262,1.3427240708695655e-05
263,1.3420648380440862e-05
264,1.3408099835069744e-05
265,1.3403173280271368e-05
266,1.3419339152850347e-05
267,1.3457086035578086e-05
268,1.3510940853145582e-05
269,1.3579523431629056e-05
270,1.3660830328066698e-05
271,1.3744250494419114e-05
272,1.3819215417822648e-05
273,1.3886513192371495e-05
274,1.3951361254073474e-05
275,1.401197054242267e-05
276,1.4064922157745016e-05
277,1.4115318408500483e-05
278,1.4167461253285351e-05
279,1.4217099811756494e-05
280,1.4262573970136093e-05
281,1.4306585316216688e-05
282,1.4345596268194927e-05
283,1.4374486463043428e-05
284,1.4396040024156753e-05
285,1.441385741859605e-05
286,1.4425413077623898e-05
287,1.4429063611372297e-05
288,1.4428361890945392e-05
289,1.4424919791717188e-05
290,1.4417526154227417e-05
291,1.4414749246313885e-05
292,1.443920352054224e-05
293,1.4507275391859917e-05
294,1.4603407682079344e-05
295,1.4704823534402632e-05
296,1.4812985353139275e-05
297,1.4927479273572787e-05
298,1.5044827080768145e-05
299,1.5169224857861167e-05
300,1.5298795374483542e-05
301,1.5437364540963095e-05
302,1.559166839744823e-05
303,1.5752092133825933e-05
304,1.5916267025008846e-05
305,1.611053678789972e-05
306,1.63552074854251e-05
307,1.663084515837403e-05
308,1.691731624506644e-05
309,1.723138088664998e-05
310,1.759123503619608e-05
311,1.799487843400034e-05
312,1.842780483853381e-05
313,1.8865456239493074e-05
314,1.9286033257241993e-05
315,1.9680540991344114e-05
316,2.0047688828016277e-05
317,2.038656708232371e-05
318,2.0699269761193506e-05
319,2.099141931385636e-05
320,2.1264492194782705e-05
321,2.1515192119481368e-05
322,2.1745378518170732e-05
323,2.196162226213629e-05
324,2.216208539380232e-05
325,2.2341369874584918e-05
326,2.2500876873636613e-05
327,2.264526536736092e-05
328,2.2786562801525305e-05
329,2.294290467181375e-05
330,2.311897388723043e-05
331,2.3297308806260925e-05
332,2.3457991740223102e-05
333,2.359661450455045e-05
334,2.3721810105443026e-05
335,2.3843515665592616e-05
336,2.3959361809505616e-05
337,2.4063292062535174e-05
338,2.4157124565220903e-05
339,2.4254624068919878e-05
340,2.4376471592981505e-05
341,2.451498044428943e-05
342,2.4649487033102267e-05
343,2.4788869658468666e-05
344,2.4946687455472137e-05
345,2.5122133127341888e-05
346,2.5312622262101127e-05
347,2.5511811962777508e-05
348,2.570337224800564e-05
349,2.587220976927087e-05
350,2.6014492439478014e-05
351,2.61331431228567e-05
352,2.623245625401331e-05
353,2.6315520725273052e-05
354,2.6391996675725805e-05
355,2.647585198727203e-05
356,2.6570626379973665e-05
357,2.666511395943059e-05
358,2.6752189227245056e-05
359,2.6839256265424498e-05
360,2.6926572656244577e-05
361,2.700640975121929e-05
362,2.7076877707870657e-05
363,2.7137572890668272e-05
364,2.718336319576055e-05
365,2.721108851711496e-05
366,2.72277850523608e-05
367,2.723791230628071e-05
368,2.723515723283486e-05
369,2.721653848014741e-05
370,2.7187645605286312e-05
371,2.7152885655118224e-05
372,2.7109167586021968e-05
373,2.70508158867051e-05
374,2.6984674946087157e-05
375,2.6934689818762428e-05
376,2.6917074257501867e-05
377,2.691845465989445e-05
378,2.691297394188316e-05
379,2.6887007395450248e-05
380,2.6839052003632132e-05
381,2.6771483821961375e-05
382,2.6688452953356303e-05
383,2.6599814940064613e-05
384,2.6518293906814765e-05
385,2.644254857356269e-05
386,2.637074702930007e-05
387,2.631832451901683e-05
388,2.628199461353924e-05
389,2.6244427525563865e-05
390,2.6213146555211337e-05
391,2.6199796212223026e-05
392,2.620074467946305e-05
393,2.6209514079649424e-05
394,2.6217923228182573e-05
395,2.622147492770359e-05
396,2.623337850915529e-05
397,2.6264942606869177e-05
398,2.6301925964801167e-05
399,2.6329172162795808e-05
400,2.6353127783056807e-05
401,2.6381748070173698e-05
402,2.641104184526581e-05
403,2.6430837185425137e-05
404,2.643284903449884e-05
405,2.6416082094193316e-05
406,2.6381746331678604e-05
407,2.6338813053650885e-05
408,2.630576693897666e-05
409,2.6287894683655497e-05
410,2.6280049612600482e-05
411,2.629070285893907e-05
412,2.6327306681892982e-05
413,2.637473359785916e-05
414,2.6417261731038787e-05
415,2.645159955084818e-05
416,2.6470733158613866e-05
417,2.6469727947283632e-05
418,2.6461024602478884e-05
419,2.6467887000589808e-05
420,2.649945633259403e-05
421,2.6537014649219897e-05
422,2.65602347593416e-05
423,2.6576580930505453e-05
424,2.6607096704741187e-05
425,2.6658867039869756e-05
426,2.672339167589129e-05
427,2.678598042704202e-05
428,2.683281369878854e-05
429,2.6858072981738504e-05
430,2.6863317189211152e-05
431,2.6850985910344174e-05
432,2.6821318855322455e-05
433,2.6776235969002878e-05
434,2.672964907411222e-05
435,2.6706993738352136e-05
436,2.6729568748077166e-05
437,2.68016528576697e-05
438,2.690753948386862e-05
439,2.7024970823955742e-05
440,2.7151135028463445e-05
441,2.731171138336893e-05
442,2.7535283215320966e-05
443,2.7808967456373075e-05
444,2.8103754928394434e-05
445,2.8435474604340804e-05
446,2.8822210373575713e-05
447,2.9238951449827555e-05
448,2.9653092505968345e-05
449,3.0051652164199093e-05
450,3.0434257098711183e-05
451,3.080069162818202e-05
452,3.1148298127854605e-05
453,3.147307523755318e-05
454,3.176764200507916e-05
455,3.202741839195031e-05
456,3.2254139170314555e-05
457,3.245016289232546e-05
458,3.262152635107975e-05
459,3.277118734979732e-05
460,3.289557196566287e-05
461,3.299617941805614e-05
462,3.3075572008552955e-05
463,3.313668938426639e-05
464,3.31825997469719e-05
465,3.320739078355559e-05
466,3.320463282777123e-05
467,3.3173129868668766e-05
468,3.3116039291513e-05
469,3.303926254232738e-05
470,3.2945205622215093e-05
471,3.283670234702115e-05
472,3.272145194082163e-05
473,3.262236344606949e-05
474,3.256315981469539e-05
475,3.253130550233613e-05
476,3.2496544303222545e-05
477,3.245313512237513e-05
478,3.240896928327507e-05
479,3.237026916890689e-05
480,3.236044231515705e-05
481,3.239741424198208e-05
482,3.2463661415526045e-05
483,3.252747115436337e-05
484,3.257715040033074e-05
485,3.263019218237197e-05
486,3.270439364848514e-05
487,3.2793037428468584e-05
488,3.2879938149139037e-05
489,3.2968872319967596e-05
490,3.306977675371957e-05
491,3.316838804521282e-05
492,3.325752947234605e-05
493,3.33766881131006e-05
494,3.356777494097994e-05
495,3.3810318937538085e-05
496,3.405605290478748e-05
497,3.429523488032143e-05
498,3.4537273581549875e-05
499,3.4776140802470886e-05
500,3.499631003974793e-05
501,3.518529933798143e-05
502,3.53453388497623e-05
503,3.549512569493791e-05
504,3.564616431370364e-05
505,3.5787713698996855e-05
506,3.590226635023298e-05
507,3.598069517299877e-05
508,3.6026362082504764e-05
509,3.6054141493931945e-05
510,3.607630284881271e-05
511,3.60889969882734e-05
512,3.609338988018938e-05
513,3.610979245734722e-05
514,3.6147047773420106e-05
515,3.618892530872619e-05
516,3.6214929336720544e-05
517,3.62155530081645e-05
518,3.6194321026195664e-05
519,3.615614290542984e-05
520,3.610447209740901e-05
521,3.605303630325971e-05
522,3.600805928402778e-05
523,3.59549088597194e-05
524,3.58916050580593e-05
525,3.583858267514723e-05
526,3.5796401502725334e-05
527,3.5750568963497506e-05
528,3.5711000431632524e-05
529,3.5684961135278136e-05
530,3.565723414279256e-05
531,3.5619754291330424e-05
532,3.5571798566682896e-05
533,3.550429341076057e-05
534,3.5410664413257886e-05
535,3.529921206693047e-05
536,3.519313738030466e-05
537,3.5122627237662885e-05
538,3.510746119170599e-05
539,3.5143241370117814e-05
540,3.5200584770865304e-05
541,3.527006827943271e-05
542,3.538637650763634e-05
543,3.5554420880324616e-05
544,3.572795952215213e-05
545,3.5875191871133305e-05
546,3.599942013740754e-05
547,3.610720235042907e-05
548,3.619488435376603e-05
549,3.626288415413243e-05
550,3.631038151057091e-05
551,3.6333401241364304e-05
552,3.633538808280979e-05
553,3.6327277910682585e-05
554,3.6325173226119364e-05
555,3.6335629909561927e-05
556,3.6342736584659124e-05
557,3.6329019532054594e-05
558,3.629556076088013e-05
559,3.62474529983858e-05
560,3.6185389887912645e-05
561,3.611293367113482e-05
562,3.6031508906959374e-05
563,3.593403657324982e-05
564,3.5815705757883546e-05
565,3.568173849904099e-05
566,3.5535194361013094e-05
567,3.537194337309598e-05
568,3.5193908273962246e-05
569,3.5017256312477096e-05
570,3.486037230297087e-05
571,3.4719240146794456e-05
572,3.457833993280558e-05
573,3.444071509320357e-05
574,3.431130530470403e-05
575,3.418301707811042e-05
576,3.405137022110621e-05
577,3.3915882805261134e-05
578,3.37739921335721e-05
579,3.3622078039100096e-05
580,3.3457609223509377e-05
581,3.327899065064557e-05
582,3.3092504640306885e-05
583,3.291306988630997e-05
584,3.2752214475367094e-05
585,3.2624869527488015e-05
586,3.25634539280718e-05
587,3.2591721937894896e-05
588,3.2677824397978396e-05
589,3.2781711634260644e-05
590,3.292556446549752e-05
591,3.313541025028578e-05
592,3.339418739521261e-05
593,3.3671395736723295e-05
594,3.393771151907973e-05
595,3.417261965217928e-05
596,3.437191812654047e-05
597,3.454370349572521e-05
598,3.4697388933304206e-05
599,3.483268842110008e-05
600,3.494777923613405e-05
601,3.5041987413306595e-05
602,3.5114555245307885e-05
603,3.5173747546202074e-05
604,3.5223515115395215e-05
605,3.5256874177144324e-05
606,3.528192535142482e-05
607,3.533520710289183e-05
608,3.544701913950372e-05
609,3.5603797324055545e-05
610,3.576179807989003e-05
611,3.589109162483809e-05
612,3.599647107348658e-05
613,3.6104460721857975e-05
614,3.6235724710047176e-05
615,3.6383709717084087e-05
616,3.652441101133147e-05
617,3.664125110558562e-05
618,3.673191190165086e-05
619,3.679681379759895e-05
620,3.683230886016934e-05
621,3.683690296442036e-05
622,3.681749439298638e-05
623,3.679318866731191e-05
624,3.6783603994749835e-05
625,3.6780890432021374e-05
626,3.676930523640005e-05
627,3.6757302333929905e-05
628,3.674818579030122e-05
629,3.6726073477689726e-05
630,3.667841683441225e-05
631,3.660416261466015e-05
632,3.6506441525481926e-05
633,3.6385761445191396e-05
634,3.6244134628668965e-05
635,3.608320037573904e-05
636,3.590147537164577e-05
637,3.569905609194807e-05
638,3.5475062297260654e-05
639,3.5232516282961414e-05
640,3.4985679166185664e-05
641,3.475032894818475e-05
642,3.4532562311906125e-05
643,3.432484489942384e-05
644,3.411156346086545e-05
645,3.388135432908039e-05
646,3.3633393487614814e-05
647,3.3371311781340006e-05
648,3.310258728676359e-05
649,3.284462087677522e-05
650,3.2610065283644865e-05
651,3.239639566762384e-05
652,3.219185612572766e-05
653,3.19871358292621e-05
654,3.178969101249027e-05
655,3.16084776337689e-05
656,3.1432879346287456e-05
657,3.124577614962641e-05
658,3.1043060672503135e-05
659,3.0833532594820454e-05
660,3.062585255200476e-05
661,3.041998042985805e-05
662,3.0211032026277856e-05
663,2.9993374116972003e-05
664,2.9762928621189124e-05
665,2.9519742431236982e-05
666,2.9263577579823115e-05
667,2.8992552947203273e-05
668,2.8706933214803146e-05
669,2.8407636289127274e-05
670,2.809586399823399e-05
671,2.7773795698365652e-05
672,2.744217696096315e-05
673,2.710110325681745e-05
674,2.6753747671547693e-05
675,2.64058716455143e-05
676,2.605949839644594e-05
677,2.5710817599681686e-05
678,2.5357489381468395e-05
679,2.5002196756185033e-05
680,2.4645676039806287e-05
681,2.4287886598195382e-05
682,2.393677061185487e-05
683,2.3600102710666135e-05
684,2.3272127681592143e-05
685,2.2941839494362344e-05
686,2.2607037173988204e-05
687,2.2269604197838692e-05
688,2.193145579870692e-05
689,2.1599673610516197e-05
690,2.128094787793549e-05
691,2.097242711059364e-05
692,2.0667349543580692e-05
693,2.0364739647052184e-05
694,2.0063909830238456e-05
695,1.9762476710958057e-05
696,1.946195393106384e-05
697,1.916331592941918e-05
698,1.886697088389664e-05
699,1.8574480647970455e-05
700,1.8285251493234948e-05
701,1.799823387666196e-05
702,1.7712265642745308e-05
703,1.7426202581574853e-05
704,1.7142969345009418e-05
705,1.686524774473369e-05
706,1.659007594584606e-05
707,1.6316868503971382e-05
708,1.604938642259017e-05
709,1.578638775333299e-05
710,1.5524725708086868e-05
711,1.526680030335223e-05
712,1.5014759729924095e-05
713,1.476545304433205e-05
714,1.4515750823383205e-05
715,1.4266566305777305e-05
716,1.4019190513701187e-05
717,1.377279215850026e-05
718,1.3526244820240661e-05
719,1.3280617065097073e-05
720,1.3039461565665928e-05
721,1.2805185119235908e-05
722,1.2576121792496989e-05
723,1.2348679402664428e-05
724,1.2121239788964433e-05
725,1.189396241469147e-05
726,1.1667368689351493e-05
727,1.1442770274287432e-05
728,1.1221116749381545e-05
729,1.1001271009293202e-05
730,1.0781790536117668e-05
731,1.0563207419148652e-05
732,1.0346117869851604e-05
733,1.0130051182710622e-05
734,9.917126793940009e-06
735,9.711225171333674e-06
736,9.511783769903682e-06
737,9.315671284809064e-06
738,9.122950269889021e-06
739,8.937443177594895e-06
740,8.763073159501151e-06
741,8.597685115498224e-06
742,8.435997391259198e-06
743,8.275728872524982e-06
744,8.116447584466228e-06
745,7.959662221298718e-06
746,7.807336308299556e-06
747,7.658286655171963e-06
748,7.511688129626775e-06
749,7.370815544578603e-06
750,7.237328082915267e-06
751,7.10783992866943e-06
752,6.9791172309358815e-06
753,6.851067969370899e-06
754,6.723905452693242e-06
755,6.597293421289769e-06
756,6.473078332593699e-06
757,6.354015065450746e-06
758,6.2399092314894405e-06
759,6.130056665802356e-06
760,6.0255272411145275e-06
761,5.9254013687252185e-06
762,5.827652746535479e-06
763,5.731561296619739e-06
764,5.63735681277364e-06
765,5.546479038714454e-06
766,5.459327525880224e-06
767,5.376234441764323e-06
768,5.2985173656140205e-06
769,5.224229562595937e-06
770,5.150135098678041e-06
771,5.076111879700852e-06
772,5.0037557245931155e-06
773,4.934234027332166e-06
774,4.867995900319015e-06
775,4.804165874898245e-06
776,4.741129221923211e-06
777,4.679079975142912e-06
778,4.6192982021418975e-06
779,4.5616821055933064e-06
780,4.505420710731088e-06
781,4.449897961770177e-06
782,4.394378419668784e-06
783,4.339580874296751e-06
784,4.28832285407224e-06
785,4.243613772983305e-06
786,4.208976432730589e-06
787,4.1878365202846084e-06
788,4.1772834659262045e-06
789,4.170685150756225e-06
790,4.16558689535617e-06
791,4.1608999165206105e-06
792,4.155045867062048e-06
793,4.1473946092391e-06
794,4.1381574938417605e-06
795,4.128527500378479e-06
796,4.121228350403477e-06
797,4.120976821720517e-06
798,4.131954825261958e-06
799,4.155486979926777e-06
800,4.191899337961492e-06
801,4.2426863674587414e-06
802,4.307940245730951e-06
803,4.382988498924284e-06
804,4.461630402013136e-06
805,4.541082195553801e-06
806,4.619680019099109e-06
807,4.695906535922627e-06
808,4.770937474976764e-06
809,4.848914541925734e-06
810,4.933029575177012e-06
811,5.019053848718974e-06
812,5.100934752493925e-06
813,5.177556490729443e-06
814,5.249590434794047e-06
815,5.3184627649528985e-06
816,5.385449308234604e-06
817,5.4514878795185044e-06
818,5.518708477666446e-06
819,5.5875560068910265e-06
820,5.656206266232393e-06
821,5.725462764919156e-06
822,5.798769219494861e-06
823,5.878353349298852e-06
824,5.965323163409762e-06
825,6.0605167408703865e-06
826,6.163880216260066e-06
827,6.275215506842632e-06
828,6.394502125603802e-06
829,6.520918751880106e-06
830,6.652887760584836e-06
831,6.7885438446543614e-06
832,6.925924968910853e-06
833,7.063522880335405e-06
834,7.2000548839355824e-06
835,7.333406855796468e-06
836,7.460460142020924e-06
837,7.5786255585169115e-06
838,7.688792706055814e-06
839,7.795111241302747e-06
840,7.899785633437051e-06
841,8.00023181011759e-06
842,8.093035178557857e-06
843,8.18018763369217e-06
844,8.269697814370327e-06
845,8.36939286614986e-06
846,8.482025768617086e-06
847,8.607031939413277e-06
848,8.744826007791039e-06
849,8.89805737277257e-06
850,9.069874420165447e-06
851,9.261497633461095e-06
852,9.470899976171909e-06
853,9.693394734177641e-06
854,9.922988596800936e-06
855,1.0153702421353264e-05
856,1.0380045113499671e-05
857,1.0596095965201214e-05
858,1.0797391932634625e-05
859,1.0985418978500058e-05
860,1.1166433405366986e-05
861,1.134545678106171e-05
862,1.1524821696165035e-05
863,1.1708594782829924e-05
864,1.1904460333042452e-05
865,1.2118233115464584e-05
866,1.2348090973102748e-05
867,1.2586948622414283e-05
868,1.282833905725505e-05
869,1.3067596158804255e-05
870,1.330155853072426e-05
871,1.3529285770002467e-05
872,1.3750512328432127e-05
873,1.3964352141316199e-05
874,1.4169115182278233e-05
875,1.4360752995884737e-05
876,1.4534359192454536e-05
877,1.4687962947851877e-05
878,1.4822819256217766e-05
879,1.4942703864014924e-05
880,1.5052048967231907e-05
881,1.5152397491082199e-05
882,1.524276041823183e-05
883,1.5322070098849593e-05
884,1.538899909913501e-05
885,1.5443553247411413e-05
886,1.5486210702337133e-05
887,1.551601231483769e-05
888,1.553354255882092e-05
889,1.5539973642162382e-05
890,1.5537660452199685e-05
891,1.5532257651613484e-05
892,1.552990043213731e-05
893,1.5533658614205984e-05
894,1.5541019260103833e-05
895,1.5545738728893972e-05
896,1.554371959393575e-05
897,1.553632024440237e-05
898,1.5527504730418815e-05
899,1.55192394242189e-05
900,1.5511073864187e-05
901,1.5502333360876472e-05
902,1.5491656983980525e-05
903,1.5475776924469783e-05
904,1.545144124222766e-05
905,1.5416788628174777e-05
906,1.5373348503806488e-05
907,1.5327156869476346e-05
908,1.5281775547689296e-05
909,1.5234354378350327e-05
910,1.5180942031024686e-05
911,1.5120165707744261e-05
912,1.5052341876164352e-05
913,1.4979379982262418e-05
914,1.4905881177770913e-05
915,1.4836829052761717e-05
916,1.4772681532030167e-05
917,1.4708405024683123e-05
918,1.4638734046558322e-05
919,1.4562652632194229e-05
920,1.4481267055156496e-05
921,1.4394151274165195e-05
922,1.4299785211776906e-05
923,1.419728664387369e-05
924,1.4087425832817317e-05
925,1.3971541247039972e-05
926,1.3850985197375486e-05
927,1.3729134432284317e-05
928,1.3607443805590321e-05
929,1.3482557784862688e-05
930,1.3352791234227995e-05
931,1.3221927507157291e-05
932,1.3094432745877663e-05
933,1.2969684251732148e-05
934,1.2843128884949319e-05
935,1.2711521596610358e-05
936,1.2575631196554609e-05
937,1.2439683609051045e-05
938,1.2307934143240723e-05
939,1.2180774658191864e-05
940,1.2056402315288378e-05
941,1.1936367587529106e-05
942,1.1825013229495307e-05
943,1.1723008792548466e-05
944,1.1625199123670848e-05
945,1.1525911999334205e-05
946,1.142452972492142e-05
947,1.1323270613875324e-05
948,1.1221495049825572e-05
949,1.1118798152789996e-05
950,1.1018127041595192e-05
951,1.0918753589028847e-05
952,1.081669921712826e-05
953,1.0711272972439182e-05
954,1.0603416654076299e-05
955,1.0493154637618361e-05
956,1.037961801135353e-05
957,1.0261940512244703e-05
958,1.0140231681907677e-05
959,1.0015134447498063e-05
960,9.887608410783873e-06
961,9.759838992748028e-06
962,9.634538184707721e-06
963,9.511965359690138e-06
964,9.390237490762008e-06
965,9.267913853182622e-06
966,9.146979909569203e-06
967,9.032550743466512e-06
968,8.924496017844768e-06
969,8.817840331389603e-06
970,8.710575635909781e-06
971,8.602353807787458e-06
972,8.493831412177665e-06
973,8.387897864100532e-06
974,8.28672344487075e-06
975,8.18995042099134e-06
976,8.095889360351853e-06
977,8.003123826526364e-06
978,7.91087963302945e-06
979,7.819308192142675e-06
980,7.729049847352783e-06
981,7.639833221882531e-06
982,7.552108208330958e-06
983,7.466843427713234e-06
984,7.382202192009279e-06
985,7.296194622011923e-06
986,7.208872481041374e-06
987,7.120433561439534e-06
988,7.0313437684556845e-06
989,6.941785743478649e-06
990,6.851109191618544e-06
991,6.7587895767094975e-06
992,6.665559018879788e-06
993,6.573718640353621e-06
994,6.484041211599002e-06
995,6.395586232485962e-06
996,6.308259100082049e-06
997,6.222671635349122e-06
998,6.140701673132192e-06
999,6.06360087271855e-06
1000,5.9908983335385845e-06
1001,5.922615681027077e-06
1002,5.858350602218885e-06
1003,5.796955120207506e-06
1004,5.737207004362718e-06
1005,5.67866670498684e-06
1006,5.623736299588436e-06
1007,5.574554262117813e-06
1008,5.528907199271948e-06
1009,5.48394696024032e-06
1010,5.439839093868043e-06
1011,5.397375826847033e-06
1012,5.358807345819854e-06
1013,5.3280818578533954e-06
1014,5.3050997963596315e-06
1015,5.2851206708368874e-06
1016,5.265685003388547e-06
1017,5.248934618862196e-06
1018,5.235569666968584e-06
1019,5.222826394586635e-06
1020,5.208204154594919e-06
1021,5.191688841875726e-06
1022,5.174931836673989e-06
1023,5.157711973277303e-06
1024,5.138779554010819e-06
1025,5.11939576999105e-06
1026,5.101343808755781e-06
1027,5.0850775798607726e-06
1028,5.069165177965723e-06
1029,5.051196751784797e-06
1030,5.030271052789369e-06
